NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS
CATALUNYA;CATALUNYA;2020-07-20;Home;Menors de 15;No;55;464;0;0;0;3;1;0
CATALUNYA;CATALUNYA;2020-07-20;Home;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-19;Altres;N/A;--;6;9;0;5;0;23;8;0
CATALUNYA;CATALUNYA;2020-07-19;Dona;Entre 15 i 64;No;131;1234;0;6;1;57;11;1
CATALUNYA;CATALUNYA;2020-07-19;Dona;Entre 15 i 64;Si;0;5;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-19;Dona;Entre 65 i 74;No;12;137;0;3;1;19;1;0
CATALUNYA;CATALUNYA;2020-07-19;Dona;Entre 65 i 74;Si;1;9;0;2;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-19;Dona;Majors de 74;No;7;224;0;13;1;44;3;2
CATALUNYA;CATALUNYA;2020-07-19;Dona;Majors de 74;Si;6;193;0;3;0;28;0;0
CATALUNYA;CATALUNYA;2020-07-19;Dona;Menors de 15;No;16;182;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-19;Dona;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-19;Home;Entre 15 i 64;No;146;911;0;24;10;127;29;0
CATALUNYA;CATALUNYA;2020-07-19;Home;Entre 15 i 64;Si;4;18;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-19;Home;Entre 65 i 74;No;9;144;0;2;0;50;9;0
CATALUNYA;CATALUNYA;2020-07-19;Home;Entre 65 i 74;Si;1;11;0;1;0;5;0;0
CATALUNYA;CATALUNYA;2020-07-19;Home;Majors de 74;No;13;245;0;9;0;47;6;1
CATALUNYA;CATALUNYA;2020-07-19;Home;Majors de 74;Si;2;74;0;7;0;13;0;0
CATALUNYA;CATALUNYA;2020-07-19;Home;Menors de 15;No;21;232;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-19;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-18;Altres;N/A;--;12;51;0;7;2;22;7;0
CATALUNYA;CATALUNYA;2020-07-18;Dona;Entre 15 i 64;No;264;2400;0;10;2;54;12;0
CATALUNYA;CATALUNYA;2020-07-18;Dona;Entre 15 i 64;Si;1;24;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-18;Dona;Entre 65 i 74;No;9;254;0;2;0;17;0;0
CATALUNYA;CATALUNYA;2020-07-18;Dona;Entre 65 i 74;Si;3;21;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-18;Dona;Majors de 74;No;9;327;0;12;0;42;2;0
CATALUNYA;CATALUNYA;2020-07-18;Dona;Majors de 74;Si;27;262;0;1;0;26;0;1
CATALUNYA;CATALUNYA;2020-07-18;Dona;Menors de 15;No;21;248;0;1;0;3;1;0
CATALUNYA;CATALUNYA;2020-07-18;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-18;Home;Entre 15 i 64;No;206;1596;0;15;1;111;23;0
CATALUNYA;CATALUNYA;2020-07-18;Home;Entre 15 i 64;Si;2;28;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-18;Home;Entre 65 i 74;No;16;267;0;6;0;51;9;0
CATALUNYA;CATALUNYA;2020-07-18;Home;Entre 65 i 74;Si;1;20;0;1;0;4;0;0
CATALUNYA;CATALUNYA;2020-07-18;Home;Majors de 74;No;8;309;0;6;0;44;5;1
CATALUNYA;CATALUNYA;2020-07-18;Home;Majors de 74;Si;3;82;0;3;0;11;0;1
CATALUNYA;CATALUNYA;2020-07-18;Home;Menors de 15;No;16;311;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-18;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-17;Altres;N/A;--;16;175;0;5;5;19;6;0
CATALUNYA;CATALUNYA;2020-07-17;Dona;Entre 15 i 64;No;404;4519;0;15;9;52;11;0
CATALUNYA;CATALUNYA;2020-07-17;Dona;Entre 15 i 64;Si;4;33;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-17;Dona;Entre 65 i 74;No;25;515;0;4;0;16;0;1
CATALUNYA;CATALUNYA;2020-07-17;Dona;Entre 65 i 74;Si;0;12;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-17;Dona;Majors de 74;No;23;664;0;11;3;27;1;0
CATALUNYA;CATALUNYA;2020-07-17;Dona;Majors de 74;Si;11;350;0;5;0;22;0;0
CATALUNYA;CATALUNYA;2020-07-17;Dona;Menors de 15;No;42;555;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-17;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-17;Home;Entre 15 i 64;No;394;3415;0;16;2;108;23;1
CATALUNYA;CATALUNYA;2020-07-17;Home;Entre 15 i 64;Si;2;87;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-17;Home;Entre 65 i 74;No;22;542;0;8;2;45;9;0
CATALUNYA;CATALUNYA;2020-07-17;Home;Entre 65 i 74;Si;1;30;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-17;Home;Majors de 74;No;17;636;0;8;0;35;4;1
CATALUNYA;CATALUNYA;2020-07-17;Home;Majors de 74;Si;3;127;0;1;0;9;0;0
CATALUNYA;CATALUNYA;2020-07-17;Home;Menors de 15;No;35;621;0;2;0;4;1;0
CATALUNYA;CATALUNYA;2020-07-17;Home;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-16;Altres;N/A;--;35;163;0;10;0;22;5;0
CATALUNYA;CATALUNYA;2020-07-16;Dona;Entre 15 i 64;No;430;3741;0;10;1;61;10;0
CATALUNYA;CATALUNYA;2020-07-16;Dona;Entre 15 i 64;Si;0;28;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-16;Dona;Entre 65 i 74;No;23;424;0;4;1;14;1;0
CATALUNYA;CATALUNYA;2020-07-16;Dona;Entre 65 i 74;Si;0;17;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-16;Dona;Majors de 74;No;30;536;0;8;0;28;0;0
CATALUNYA;CATALUNYA;2020-07-16;Dona;Majors de 74;Si;14;277;0;5;0;20;0;1
CATALUNYA;CATALUNYA;2020-07-16;Dona;Menors de 15;No;28;480;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-16;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-16;Home;Entre 15 i 64;No;366;2962;0;23;5;102;26;0
CATALUNYA;CATALUNYA;2020-07-16;Home;Entre 15 i 64;Si;0;35;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-16;Home;Entre 65 i 74;No;16;450;0;8;0;39;8;1
CATALUNYA;CATALUNYA;2020-07-16;Home;Entre 65 i 74;Si;1;21;0;2;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-16;Home;Majors de 74;No;13;481;0;6;4;38;3;0
CATALUNYA;CATALUNYA;2020-07-16;Home;Majors de 74;Si;8;110;0;1;0;9;0;0
CATALUNYA;CATALUNYA;2020-07-16;Home;Menors de 15;No;38;529;0;1;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-16;Home;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-15;Altres;N/A;--;10;120;0;4;3;22;6;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Entre 15 i 64;No;375;3472;0;11;5;62;9;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Entre 15 i 64;Si;6;43;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Entre 65 i 74;No;27;466;0;2;0;13;0;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Entre 65 i 74;Si;4;23;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Majors de 74;No;24;657;0;5;0;29;0;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Majors de 74;Si;33;322;0;3;0;19;0;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Menors de 15;No;26;385;0;1;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-15;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-15;Home;Entre 15 i 64;No;337;2680;0;11;3;92;26;0
CATALUNYA;CATALUNYA;2020-07-15;Home;Entre 15 i 64;Si;4;43;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-15;Home;Entre 65 i 74;No;20;472;0;7;2;39;8;0
CATALUNYA;CATALUNYA;2020-07-15;Home;Entre 65 i 74;Si;1;23;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-15;Home;Majors de 74;No;17;544;0;4;1;36;3;1
CATALUNYA;CATALUNYA;2020-07-15;Home;Majors de 74;Si;9;148;0;2;0;10;0;2
CATALUNYA;CATALUNYA;2020-07-15;Home;Menors de 15;No;32;425;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-15;Home;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-14;Altres;N/A;--;26;109;0;4;0;22;4;0
CATALUNYA;CATALUNYA;2020-07-14;Dona;Entre 15 i 64;No;304;3182;0;12;0;59;7;0
CATALUNYA;CATALUNYA;2020-07-14;Dona;Entre 15 i 64;Si;0;19;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-14;Dona;Entre 65 i 74;No;18;399;0;8;0;12;0;0
CATALUNYA;CATALUNYA;2020-07-14;Dona;Entre 65 i 74;Si;0;25;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-14;Dona;Majors de 74;No;13;613;0;12;0;29;0;0
CATALUNYA;CATALUNYA;2020-07-14;Dona;Majors de 74;Si;6;371;0;3;0;20;0;1
CATALUNYA;CATALUNYA;2020-07-14;Dona;Menors de 15;No;25;330;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-14;Dona;Menors de 15;Si;0;4;0;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-14;Home;Entre 15 i 64;No;314;2414;0;33;2;84;23;1
CATALUNYA;CATALUNYA;2020-07-14;Home;Entre 15 i 64;Si;1;36;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-14;Home;Entre 65 i 74;No;11;458;0;4;0;38;7;0
CATALUNYA;CATALUNYA;2020-07-14;Home;Entre 65 i 74;Si;0;22;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-14;Home;Majors de 74;No;16;556;0;13;4;35;3;0
CATALUNYA;CATALUNYA;2020-07-14;Home;Majors de 74;Si;7;131;0;1;0;9;0;1
CATALUNYA;CATALUNYA;2020-07-14;Home;Menors de 15;No;25;424;0;1;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-14;Home;Menors de 15;Si;0;12;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-13;Altres;N/A;--;12;125;0;3;0;21;5;0
CATALUNYA;CATALUNYA;2020-07-13;Dona;Entre 15 i 64;No;298;2338;0;22;0;49;10;0
CATALUNYA;CATALUNYA;2020-07-13;Dona;Entre 15 i 64;Si;0;28;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-13;Dona;Entre 65 i 74;No;18;354;0;4;0;15;0;0
CATALUNYA;CATALUNYA;2020-07-13;Dona;Entre 65 i 74;Si;0;30;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-13;Dona;Majors de 74;No;17;473;0;1;1;35;0;2
CATALUNYA;CATALUNYA;2020-07-13;Dona;Majors de 74;Si;9;314;0;1;0;19;0;0
CATALUNYA;CATALUNYA;2020-07-13;Dona;Menors de 15;No;20;213;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-13;Dona;Menors de 15;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Entre 15 i 64;No;328;1743;0;8;5;81;22;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Entre 15 i 64;Si;1;50;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Entre 65 i 74;No;25;450;0;4;1;34;7;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Entre 65 i 74;Si;1;25;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Majors de 74;No;19;459;0;14;0;33;3;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Majors de 74;Si;3;132;0;3;0;10;0;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Menors de 15;No;24;300;0;0;8;0;0;0
CATALUNYA;CATALUNYA;2020-07-13;Home;Menors de 15;Si;0;2;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-12;Altres;N/A;--;3;9;0;2;0;20;5;0
CATALUNYA;CATALUNYA;2020-07-12;Dona;Entre 15 i 64;No;86;835;0;6;2;51;11;1
CATALUNYA;CATALUNYA;2020-07-12;Dona;Entre 15 i 64;Si;0;3;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-12;Dona;Entre 65 i 74;No;6;119;0;2;0;11;0;0
CATALUNYA;CATALUNYA;2020-07-12;Dona;Entre 65 i 74;Si;1;5;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-12;Dona;Majors de 74;No;5;236;0;3;0;44;0;1
CATALUNYA;CATALUNYA;2020-07-12;Dona;Majors de 74;Si;5;168;0;2;0;21;0;2
CATALUNYA;CATALUNYA;2020-07-12;Dona;Menors de 15;No;12;102;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-12;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Entre 15 i 64;No;102;648;0;7;2;75;18;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Entre 15 i 64;Si;0;3;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Entre 65 i 74;No;3;165;0;3;0;33;6;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Entre 65 i 74;Si;0;10;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Majors de 74;No;4;195;0;2;1;31;3;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Majors de 74;Si;0;64;0;1;0;8;0;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Menors de 15;No;7;137;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-12;Home;Menors de 15;Si;0;0;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-11;Altres;N/A;--;8;29;0;3;0;18;5;0
CATALUNYA;CATALUNYA;2020-07-11;Dona;Entre 15 i 64;No;135;1179;0;10;0;48;11;0
CATALUNYA;CATALUNYA;2020-07-11;Dona;Entre 15 i 64;Si;0;3;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-11;Dona;Entre 65 i 74;No;2;167;0;3;0;9;0;1
CATALUNYA;CATALUNYA;2020-07-11;Dona;Entre 65 i 74;Si;0;5;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-11;Dona;Majors de 74;No;7;257;0;1;0;40;0;0
CATALUNYA;CATALUNYA;2020-07-11;Dona;Majors de 74;Si;3;129;0;2;0;21;0;1
CATALUNYA;CATALUNYA;2020-07-11;Dona;Menors de 15;No;10;112;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-11;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-11;Home;Entre 15 i 64;No;100;886;0;10;1;71;16;0
CATALUNYA;CATALUNYA;2020-07-11;Home;Entre 15 i 64;Si;0;17;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-11;Home;Entre 65 i 74;No;8;225;0;12;0;32;6;1
CATALUNYA;CATALUNYA;2020-07-11;Home;Entre 65 i 74;Si;0;8;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-11;Home;Majors de 74;No;5;277;0;3;1;29;3;0
CATALUNYA;CATALUNYA;2020-07-11;Home;Majors de 74;Si;2;50;0;0;0;7;0;1
CATALUNYA;CATALUNYA;2020-07-11;Home;Menors de 15;No;5;127;0;9;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-11;Home;Menors de 15;Si;0;0;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-10;Altres;N/A;--;11;88;0;7;2;14;5;0
CATALUNYA;CATALUNYA;2020-07-10;Dona;Entre 15 i 64;No;229;3111;0;15;2;48;11;0
CATALUNYA;CATALUNYA;2020-07-10;Dona;Entre 15 i 64;Si;1;47;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-10;Dona;Entre 65 i 74;No;21;444;0;1;0;11;0;0
CATALUNYA;CATALUNYA;2020-07-10;Dona;Entre 65 i 74;Si;0;22;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-10;Dona;Majors de 74;No;24;663;0;5;0;35;0;1
CATALUNYA;CATALUNYA;2020-07-10;Dona;Majors de 74;Si;6;321;0;1;0;19;0;0
CATALUNYA;CATALUNYA;2020-07-10;Dona;Menors de 15;No;14;415;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-10;Dona;Menors de 15;Si;0;5;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-10;Home;Entre 15 i 64;No;220;2360;0;17;3;65;15;0
CATALUNYA;CATALUNYA;2020-07-10;Home;Entre 15 i 64;Si;2;53;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-10;Home;Entre 65 i 74;No;9;444;0;3;0;28;6;0
CATALUNYA;CATALUNYA;2020-07-10;Home;Entre 65 i 74;Si;1;17;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-10;Home;Majors de 74;No;17;522;0;5;0;24;3;1
CATALUNYA;CATALUNYA;2020-07-10;Home;Majors de 74;Si;2;110;0;4;0;7;0;0
CATALUNYA;CATALUNYA;2020-07-10;Home;Menors de 15;No;27;440;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-10;Home;Menors de 15;Si;0;0;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-09;Altres;N/A;--;11;58;0;2;0;14;5;0
CATALUNYA;CATALUNYA;2020-07-09;Dona;Entre 15 i 64;No;202;2356;0;9;5;44;9;0
CATALUNYA;CATALUNYA;2020-07-09;Dona;Entre 15 i 64;Si;1;18;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-09;Dona;Entre 65 i 74;No;14;330;0;0;0;9;0;0
CATALUNYA;CATALUNYA;2020-07-09;Dona;Entre 65 i 74;Si;0;19;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-09;Dona;Majors de 74;No;15;485;0;7;0;34;0;0
CATALUNYA;CATALUNYA;2020-07-09;Dona;Majors de 74;Si;9;403;0;0;0;17;0;2
CATALUNYA;CATALUNYA;2020-07-09;Dona;Menors de 15;No;18;241;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-09;Dona;Menors de 15;Si;1;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Entre 15 i 64;No;204;1787;0;8;4;60;15;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Entre 15 i 64;Si;0;37;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Entre 65 i 74;No;13;355;0;6;1;34;7;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Entre 65 i 74;Si;0;14;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Majors de 74;No;15;476;0;4;0;27;3;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Majors de 74;Si;4;152;0;0;0;5;0;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Menors de 15;No;18;291;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-09;Home;Menors de 15;Si;1;3;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-08;Altres;N/A;--;14;77;0;1;2;17;6;0
CATALUNYA;CATALUNYA;2020-07-08;Dona;Entre 15 i 64;No;229;2447;0;16;3;41;7;1
CATALUNYA;CATALUNYA;2020-07-08;Dona;Entre 15 i 64;Si;3;34;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-08;Dona;Entre 65 i 74;No;9;373;0;1;0;13;0;0
CATALUNYA;CATALUNYA;2020-07-08;Dona;Entre 65 i 74;Si;3;30;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-08;Dona;Majors de 74;No;14;549;0;10;0;24;0;0
CATALUNYA;CATALUNYA;2020-07-08;Dona;Majors de 74;Si;8;255;0;1;0;18;0;1
CATALUNYA;CATALUNYA;2020-07-08;Dona;Menors de 15;No;14;234;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-08;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-08;Home;Entre 15 i 64;No;160;1752;0;10;0;62;15;1
CATALUNYA;CATALUNYA;2020-07-08;Home;Entre 15 i 64;Si;5;30;0;1;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-08;Home;Entre 65 i 74;No;12;397;0;4;3;34;7;0
CATALUNYA;CATALUNYA;2020-07-08;Home;Entre 65 i 74;Si;1;24;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-08;Home;Majors de 74;No;7;482;0;8;4;24;3;1
CATALUNYA;CATALUNYA;2020-07-08;Home;Majors de 74;Si;3;117;0;1;0;6;0;0
CATALUNYA;CATALUNYA;2020-07-08;Home;Menors de 15;No;18;287;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-08;Home;Menors de 15;Si;0;0;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-07;Altres;N/A;--;4;75;0;2;0;16;4;0
CATALUNYA;CATALUNYA;2020-07-07;Dona;Entre 15 i 64;No;156;2448;0;11;2;30;6;0
CATALUNYA;CATALUNYA;2020-07-07;Dona;Entre 15 i 64;Si;0;28;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-07;Dona;Entre 65 i 74;No;13;462;0;4;0;13;0;0
CATALUNYA;CATALUNYA;2020-07-07;Dona;Entre 65 i 74;Si;0;22;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-07;Dona;Majors de 74;No;5;644;0;6;0;20;0;2
CATALUNYA;CATALUNYA;2020-07-07;Dona;Majors de 74;Si;16;330;0;3;0;20;0;2
CATALUNYA;CATALUNYA;2020-07-07;Dona;Menors de 15;No;9;227;0;0;0;1;1;0
CATALUNYA;CATALUNYA;2020-07-07;Dona;Menors de 15;Si;0;2;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-07;Home;Entre 15 i 64;No;172;1913;0;12;2;58;16;1
CATALUNYA;CATALUNYA;2020-07-07;Home;Entre 15 i 64;Si;1;27;0;0;0;3;0;0
CATALUNYA;CATALUNYA;2020-07-07;Home;Entre 65 i 74;No;17;456;0;4;0;35;9;0
CATALUNYA;CATALUNYA;2020-07-07;Home;Entre 65 i 74;Si;1;24;0;1;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-07;Home;Majors de 74;No;7;609;0;4;0;25;1;0
CATALUNYA;CATALUNYA;2020-07-07;Home;Majors de 74;Si;14;126;0;2;1;5;0;1
CATALUNYA;CATALUNYA;2020-07-07;Home;Menors de 15;No;12;299;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-07;Home;Menors de 15;Si;0;1;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-06;Altres;N/A;--;10;65;0;2;1;17;4;0
CATALUNYA;CATALUNYA;2020-07-06;Dona;Entre 15 i 64;No;149;1439;0;7;0;27;7;0
CATALUNYA;CATALUNYA;2020-07-06;Dona;Entre 15 i 64;Si;1;23;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-06;Dona;Entre 65 i 74;No;11;332;0;3;0;8;1;0
CATALUNYA;CATALUNYA;2020-07-06;Dona;Entre 65 i 74;Si;0;16;0;0;0;4;0;0
CATALUNYA;CATALUNYA;2020-07-06;Dona;Majors de 74;No;12;505;0;3;0;20;0;0
CATALUNYA;CATALUNYA;2020-07-06;Dona;Majors de 74;Si;1;209;0;6;0;21;0;2
CATALUNYA;CATALUNYA;2020-07-06;Dona;Menors de 15;No;13;150;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-06;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Entre 15 i 64;No;129;1258;0;13;2;56;17;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Entre 15 i 64;Si;1;25;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Entre 65 i 74;No;10;390;0;3;1;39;9;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Entre 65 i 74;Si;0;14;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Majors de 74;No;6;452;0;3;0;34;1;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Majors de 74;Si;0;90;0;2;0;7;0;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Menors de 15;No;9;166;0;3;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-06;Home;Menors de 15;Si;0;1;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-05;Altres;N/A;--;1;4;0;5;0;16;4;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Entre 15 i 64;No;57;451;0;4;0;31;8;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Entre 15 i 64;Si;0;1;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Entre 65 i 74;No;0;85;0;2;0;10;1;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Entre 65 i 74;Si;0;2;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Majors de 74;No;0;177;0;1;0;28;0;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Majors de 74;Si;0;52;0;2;0;26;0;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Menors de 15;No;2;64;0;0;0;2;1;0
CATALUNYA;CATALUNYA;2020-07-05;Dona;Menors de 15;Si;0;0;0;0;0;0;0;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Entre 15 i 64;No;49;431;0;3;2;56;14;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Entre 15 i 64;Si;0;6;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Entre 65 i 74;No;3;124;0;4;2;37;10;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Entre 65 i 74;Si;0;5;0;0;0;2;0;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Majors de 74;No;5;165;0;7;0;40;2;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Majors de 74;Si;0;24;0;1;0;8;0;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Menors de 15;No;4;100;0;1;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-05;Home;Menors de 15;Si;0;0;0;0;0;1;0;0
CATALUNYA;CATALUNYA;2020-07-04;Altres;N/A;--;4;13;0;3;0;14;4;0
CATALUNYA;CATALUNYA;2020-07-04;Dona;Entre 15 i 64;No;56;695;0;2;0;29;8;1
CATALUNYA;CATALUNYA;2020-07-04;Dona;Entre 15 i 64;Si;0;4;0;0;0;0;0;0
